committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00428623,GOOGLE LLC NETPAC,2018,M7,201807209115825091,23,D3086,1251024,CCM,CAMPAIGN COMMITTEE,C00552588,C00552588,BRENDA LAWRENCE FOR CONGRESS,MI,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-06-29 00:00:00,2000.00,H,HOUSE,14,H2MI14111,"LAWRENCE, BRENDA",BRENDA,LAWRENCE,,,,MI,MICHIGAN,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-27 01:35:52.197,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4072020181576445147,SOUTHFIELD,480373060,CONTRIBUTIONS,,2018,SB,4072620181576847969,http://docquery.fec.gov/cgi-bin/fecimg/?201807209115825091,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M7,201807209115825096,23,D3117,1251024,CCM,CAMPAIGN COMMITTEE,C00505552,C00505552,HEIDI FOR SENATE,ND,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-06-29 00:00:00,2000.00,S,SENATE,,S2ND00099,"HEITKAMP, HEIDI",HEIDI,HEITKAMP,,,,ND,NORTH DAKOTA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-27 01:34:36.217,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4072020181576445147,BISMARCK,58502,CONTRIBUTIONS,,2018,SB,4072620181576848001,http://docquery.fec.gov/cgi-bin/fecimg/?201807209115825096,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M7,201807209115825098,23,D3077,1251024,CCM,CAMPAIGN COMMITTEE,C00592154,C00592154,JIMMY PANETTA FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-06-29 00:00:00,2000.00,H,HOUSE,20,H6CA20152,"PANETTA, JIMMY",JIMMY,PANETTA,,,,CA,CALIFORNIA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-27 01:34:36.218,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4072020181576445147,CARMEL VALLEY,93924,CONTRIBUTIONS,,2018,SB,4072620181576848013,http://docquery.fec.gov/cgi-bin/fecimg/?201807209115825098,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M7,201807209115825100,23,D3098,1251024,CCM,CAMPAIGN COMMITTEE,C00503094,C00503094,MEADOWS FOR CONGRESS,NC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-06-29 00:00:00,2000.00,H,HOUSE,11,H2NC11080,"MEADOWS, MARK R.",MARK,MEADOWS,R.,,,NC,NORTH CAROLINA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-27 01:33:39.94,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4072020181576445147,HENDERSONVILLE,28793,CONTRIBUTIONS,,2018,SB,4072620181576848025,http://docquery.fec.gov/cgi-bin/fecimg/?201807209115825100,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M7,201807209115825101,23,D3099,1251024,CCM,CAMPAIGN COMMITTEE,C00510164,C00510164,PATRIOTS FOR PERRY,PA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-06-29 00:00:00,2000.00,H,HOUSE,10,H2PA04135,"PERRY, SCOTT",SCOTT,PERRY,,,,PA,PENNSYLVANIA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-27 01:34:59.647,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4072020181576445147,RED LION,173560147,CONTRIBUTIONS,,2018,SB,4072620181576848031,http://docquery.fec.gov/cgi-bin/fecimg/?201807209115825101,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M7,201807209115825106,23,D3096,1251024,CCM,CAMPAIGN COMMITTEE,C00472365,C00472365,"YODER FOR CONGRESS, INC",KS,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-06-29 00:00:00,2000.00,H,HOUSE,03,H0KS03137,"YODER, KEVIN",KEVIN,YODER,,,,KS,KANSAS,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-27 01:35:09.638,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4072020181576445147,OVERLAND PARK,66225,CONTRIBUTIONS,,2018,SB,4072620181576848061,http://docquery.fec.gov/cgi-bin/fecimg/?201807209115825106,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455954,23,D2791,1179884,CCM,CAMPAIGN COMMITTEE,C00312017,C00312017,KIND FOR CONGRESS COMMITTEE,WI,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,03,H6WI03099,"KIND, RON",RON,KIND,,,,WI,WISCONSIN,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:53:00.102,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,LA CROSSE,54601,CONTRIBUTIONS,,2018,SB,4081820171447636436,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455954,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455955,23,D2792,1179884,CCM,CAMPAIGN COMMITTEE,C00313510,C00313510,PASCRELL FOR CONGRESS,NJ,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,09,H6NJ08118,"PASCRELL, WILLIAM",WILLIAM,PASCRELL,,,,NJ,NEW JERSEY,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:53:05.337,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,TEANECK,076660100,CONTRIBUTIONS,,2018,SB,4081820171447636440,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455955,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455955,23,D2802,1179884,CCM,CAMPAIGN COMMITTEE,C00561001,C00561001,MIKE BISHOP FOR CONGRESS,MI,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,08,H4MI08135,"BISHOP, MIKE",MIKE,BISHOP,,,,MI,MICHIGAN,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:52:58.823,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,BRIGHTON,48116,CONTRIBUTIONS,,2018,SB,4081820171447636442,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455955,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455956,23,D2783,1179884,CCM,CAMPAIGN COMMITTEE,C00226522,C00226522,RICHARD E. NEAL FOR CONGRESS COMMITTEE,MA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,01,H8MA02041,"NEAL, RICHARD E.",RICHARD,NEAL,E.,,,MA,MASSACHUSETTS,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:53:05.337,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,SPRINGFIELD,01108,CONTRIBUTIONS,,2018,SB,4081820171447636446,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455956,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455956,23,D2793,1179884,CCM,CAMPAIGN COMMITTEE,C00338954,C00338954,CROWLEY FOR CONGRESS,NY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,14,H8NY07046,"CROWLEY, JOSEPH",JOSEPH,CROWLEY,,,,NY,NEW YORK,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:53:05.337,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,ELMHURST,11373,CONTRIBUTIONS,,2018,SB,4081820171447636448,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455956,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455957,23,D2784,1179884,CCM,CAMPAIGN COMMITTEE,C00156612,C00156612,LEVIN FOR CONGRESS,MI,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,09,H2MI17023,"LEVIN, SANDER M.",SANDER M.,LEVIN,,,,MI,MICHIGAN,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:52:58.823,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,ROSEVILLE,480660037,CONTRIBUTIONS,,2018,SB,4081820171447636452,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455957,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455957,23,D2794,1179884,CCM,CAMPAIGN COMMITTEE,C00172619,C00172619,DAVIS FOR CONGRESS/FRIENDS OF DAVIS,IL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,07,H4IL07037,"DAVIS, DANNY",DANNY,DAVIS,,,,IL,ILLINOIS,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:53:07.427,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,CHICAGO,60644,CONTRIBUTIONS,,2018,SB,4081820171447636454,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455957,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455958,23,D2785,1179884,CCM,CAMPAIGN COMMITTEE,C00202416,C00202416,JOHN LEWIS FOR CONGRESS,GA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,05,H6GA05217,"LEWIS, JOHN",JOHN,LEWIS,,,,GA,GEORGIA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:52:58.824,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,ATLANTA,30301,CONTRIBUTIONS,,2018,SB,4081820171447636458,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455958,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455958,23,D2795,1179884,CCM,CAMPAIGN COMMITTEE,C00384057,C00384057,COMMITTEE TO RE-ELECT LINDA SANCHEZ,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,38,H2CA39078,"SANCHEZ, LINDA",LINDA,SANCHEZ,,,,CA,CALIFORNIA ,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:53:02.231,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,WASHINGTON,20003,CONTRIBUTIONS,,2018,SB,4081820171447636460,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455958,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455959,23,D2786,1179884,CCM,CAMPAIGN COMMITTEE,C00286500,C00286500,DOGGETT FOR US CONGRESS,TX,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,35,H4TX10028,"DOGGETT, LLOYD",LLOYD,DOGGETT,,,,TX,TEXAS,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:53:01.173,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,AUSTIN,78763,CONTRIBUTIONS,,2018,SB,4081820171447636464,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455959,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455959,23,D2796,1179884,CCM,CAMPAIGN COMMITTEE,C00401034,C00401034,BRIAN HIGGINS FOR CONGRESS,NY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,26,H4NY27076,"HIGGINS, BRIAN",BRIAN,HIGGINS,,,,NY,NEW YORK,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:53:01.173,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,BUFFALO,14220,CONTRIBUTIONS,,2018,SB,4081820171447636466,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455959,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455960,23,D2787,1179884,CCM,CAMPAIGN COMMITTEE,C00326363,C00326363,MIKE THOMPSON FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,05,H8CA01109,"THOMPSON, MIKE",MIKE,THOMPSON,,,,CA,CALIFORNIA ,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:53:01.174,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,SACRAMENTO,958413111,CONTRIBUTIONS,,2018,SB,4081820171447636470,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455960,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455960,23,D2797,1179884,CCM,CAMPAIGN COMMITTEE,C00458976,C00458976,TERRI SEWELL FOR CONGRESS,AL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,07,H0AL07086,"SEWELL, TERRI",TERRI,SEWELL,,,,AL,ALABAMA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:53:05.337,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,BIRMINGHAM,352011964,CONTRIBUTIONS,,2018,SB,4081820171447636472,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455960,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455961,23,D2788,1179884,CCM,CAMPAIGN COMMITTEE,C00330142,C00330142,LARSON FOR CONGRESS,CT,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,01,H8CT01046,"LARSON, JOHN B.",JOHN,LARSON,B.,,,CT,CONNECTICUT,P2018,CONVENTION,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:53:05.337,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,GLASTONBURY,06033,CONTRIBUTIONS,,2018,SB,4081820171447636475,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455961,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455961,23,D2798,1179884,CCM,CAMPAIGN COMMITTEE,C00459099,C00459099,DELBENE FOR CONGRESS,WA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,01,H0WA08046,"DELBENE, SUZAN K",SUZAN K,DELBENE,,,,WA,WASHINGTON,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:53:02.231,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,BOTHELL,980410487,CONTRIBUTIONS,,2018,SB,4081820171447636477,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455961,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455962,23,D2789,1179884,CCM,CAMPAIGN COMMITTEE,C00307314,C00307314,BLUMENAUER FOR CONGRESS,OR,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,03,H6OR03064,"BLUMENAUER, EARL",EARL,BLUMENAUER,,,,OR,OREGON,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:53:05.337,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,PORTLAND,972325105,CONTRIBUTIONS,,2018,SB,4081820171447636481,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455962,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M8,201708189070455962,23,D2799,1179884,CCM,CAMPAIGN COMMITTEE,C00458125,C00458125,JUDY CHU FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-07-24 00:00:00,2000.00,H,HOUSE,27,H0CA32101,"CHU, JUDY",JUDY,CHU,,,,CA,CALIFORNIA ,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-19 01:52:58.824,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4081820171447609717,LOS ANGELES,90048,CONTRIBUTIONS,,2018,SB,4081820171447636483,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070455962,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M9,201809209122033252,23,D3130,1262795,CCM,CAMPAIGN COMMITTEE,C00398644,C00398644,MCNERNEY FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-08-15 00:00:00,2000.00,H,HOUSE,09,H4CA11081,"MCNERNEY, JERRY",JERRY,MCNERNEY,,,,CA,CALIFORNIA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-09-21 01:34:18.101,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4092020181591786797,STOCKTON,95269,CONTRIBUTIONS,,2018,SB,4092020181591815819,http://docquery.fec.gov/cgi-bin/fecimg/?201809209122033252,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M9,201809209122033253,23,D3131,1262795,CCM,CAMPAIGN COMMITTEE,C00226522,C00226522,RICHARD E. NEAL FOR CONGRESS COMMITTEE,MA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-08-15 00:00:00,2000.00,H,HOUSE,01,H8MA02041,"NEAL, RICHARD E.",RICHARD,NEAL,E.,,,MA,MASSACHUSETTS,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-09-21 01:34:18.101,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4092020181591786797,SPRINGFIELD,01108,CONTRIBUTIONS,,2018,SB,4092020181591815827,http://docquery.fec.gov/cgi-bin/fecimg/?201809209122033253,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M9,201809209122033256,23,D3144,1262795,CCM,CAMPAIGN COMMITTEE,C00312017,C00312017,KIND FOR CONGRESS COMMITTEE,WI,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-08-15 00:00:00,2000.00,H,HOUSE,03,H6WI03099,"KIND, RON",RON,KIND,,,,WI,WISCONSIN,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-09-21 01:34:18.101,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4092020181591786797,LA CROSSE,54601,CONTRIBUTIONS,,2018,SB,4092020181591815845,http://docquery.fec.gov/cgi-bin/fecimg/?201809209122033256,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M9,201809209122033257,23,D3135,1262795,CCM,CAMPAIGN COMMITTEE,C00256925,C00256925,BOBBY SCOTT FOR CONGRESS,VA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-08-15 00:00:00,2000.00,H,HOUSE,03,H6VA01117,"SCOTT, BOBBY",BOBBY,SCOTT,,,,VA,VIRGINIA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-31 12:09:51.766,,,,0.00,,,,,,,,,,,,N,C,B,F3X,4092020181591786797,NEWPORT NEWS,23607,CONTRIBUTIONS,,2018,SB,4092020181591815849,http://docquery.fec.gov/cgi-bin/fecimg/?201809209122033257,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M9,201809209122033259,23,D3118,1262795,CCM,CAMPAIGN COMMITTEE,C00663781,C00663781,TINA SMITH FOR MINNESOTA,MN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-08-15 00:00:00,2000.00,S,SENATE,,S8MN00578,"SMITH, TINA",TINA,SMITH,,,,MN,MINNESOTA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-09-21 01:34:18.102,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4092020181591786797,SAINT PAUL,551140362,CONTRIBUTIONS,,2018,SB,4092020181591815863,http://docquery.fec.gov/cgi-bin/fecimg/?201809209122033259,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M9,201809209122033261,23,D3139,1262795,CCM,CAMPAIGN COMMITTEE,C00497321,C00497321,VARGAS FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-08-15 00:00:00,2000.00,H,HOUSE,51,H2CA50026,"VARGAS, JUAN",JUAN,VARGAS,,,,CA,CALIFORNIA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-09-21 01:34:18.102,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4092020181591786797,ENCINITAS,920248705,CONTRIBUTIONS,,2018,SB,4092020181591815871,http://docquery.fec.gov/cgi-bin/fecimg/?201809209122033261,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M10,201710209075859356,23,D2834,1188895,CCM,CAMPAIGN COMMITTEE,C00451336,C00451336,RICHMOND FOR CONGRESS,LA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-09-21 00:00:00,2000.00,H,HOUSE,02,H8LA02054,"RICHMOND, CEDRIC L.",CEDRIC,RICHMOND,L.,,,LA,LOUISIANA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-10-21 01:51:51.189,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4102020171458743651,NEW ORLEANS,70126,CONTRIBUTIONS,,2018,SB,4102020171458778366,http://docquery.fec.gov/cgi-bin/fecimg/?201710209075859356,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M10,201710209075859356,23,D2844,1188895,CCM,CAMPAIGN COMMITTEE,C00413179,C00413179,WELCH FOR CONGRESS,VT,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-09-28 00:00:00,2000.00,H,HOUSE,01,H6VT00160,"WELCH, PETER",PETER,WELCH,,,,VT,VERMONT,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-10-21 01:51:49.731,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4102020171458743651,BURLINGTON,05402,CONTRIBUTIONS,,2018,SB,4102020171458778368,http://docquery.fec.gov/cgi-bin/fecimg/?201710209075859356,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M10,201810199125655575,23,D3180,1275513,CCM,CAMPAIGN COMMITTEE,C00444224,C00444224,LANCE FOR CONGRESS,NJ,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-09-18 00:00:00,2000.00,H,HOUSE,07,H6NJ12136,"LANCE, LEONARD",LEONARD,LANCE,,,,NJ,NEW JERSEY,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-11-02 02:38:01.833,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4101920181600186460,COLONIA,07067,CONTRIBUTIONS,,2018,SB,4110120181608405460,http://docquery.fec.gov/cgi-bin/fecimg/?201810199125655575,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M10,201810199125655576,23,D3190,1275513,CCM,CAMPAIGN COMMITTEE,C00393348,C00393348,KENNY MARCHANT FOR CONGRESS,TX,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-09-18 00:00:00,2000.00,H,HOUSE,24,H4TX24094,"MARCHANT, KENNY E",KENNY,MARCHANT,E,,,TX,TEXAS,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-11-02 02:38:01.833,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4101920181600186460,CARROLLTON,750110187,CONTRIBUTIONS,,2018,SB,4110120181608405462,http://docquery.fec.gov/cgi-bin/fecimg/?201810199125655576,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
