committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00428623,GOOGLE LLC NETPAC,2018,M4,201804209111667279,23,D3007,1226186,PAC,POLITICAL ACTION COMMITTEE,C00525543,C00525543,PROJECT WEST PAC,CO,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID OF 12/2017 DISBURSEMENT,,,2018-03-30 00:00:00,-5000.00,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2018-04-27 02:39:06.538,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4042020181526227570,LONE TREE,801245506,CONTRIBUTIONS,,2018,SB,4042620181526686727,http://docquery.fec.gov/cgi-bin/fecimg/?201804209111667279,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M9,201809209122033257,23,D3145,1262795,PAC,POLITICAL ACTION COMMITTEE,C00343574,C00343574,MAINSTREAM PAC,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID OF 5/2018 CONTRIBUTION,,,2018-08-21 00:00:00,-5000.00,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2018-09-21 01:34:18.102,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4092020181591786797,SAN JOSE,951123680,CONTRIBUTIONS,,2018,SB,4092020181591815851,http://docquery.fec.gov/cgi-bin/fecimg/?201809209122033257,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M10,201710209075859359,23,D2578,1188895,CCM,CAMPAIGN COMMITTEE,C00502773,C00502773,RUBEN KIHUEN FOR CONGRESS,NV,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID OF 12/2016 DISBURSEMENT,,,2017-09-25 00:00:00,-2500.00,H,HOUSE,04,H2NV00050,"KIHUEN, RUBEN",RUBEN,KIHUEN,,,,NV,NEVADA,P2016,2016 GENERAL DEBT,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-10-21 01:51:49.732,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4102020171458743651,LAS VEGAS,891250458,CONTRIBUTIONS,,2018,SB,4102020171458778382,http://docquery.fec.gov/cgi-bin/fecimg/?201710209075859359,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M4,201804209111667278,23,D2986,1226186,CCM,CAMPAIGN COMMITTEE,C00554113,C00554113,RATCLIFFE FOR CONGRESS,TX,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,REDESIGNATION OF 2/18 CONTRIBUTION,X,,2018-03-23 00:00:00,-1000.00,H,HOUSE,04,H4TX04153,"RATCLIFFE, JOHN",JOHN,RATCLIFFE,,,,TX,TEXAS,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-04-27 02:58:10.065,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4042020181526227570,ROCKWALL,750326670,CONTRIBUTIONS,,2018,SB,4042620181526686721,http://docquery.fec.gov/cgi-bin/fecimg/?201804209111667278,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M11,201711209086770593,23,D2855,1191976,CCM,CAMPAIGN COMMITTEE,C00570960,C00570960,AL FRANKEN FOR SENATE,MN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID OF 3/2016 DISBURSEMENT,,,2017-10-25 00:00:00,-1000.00,S,SENATE,00,S8MN00438,"FRANKEN, AL",AL,FRANKEN,,,,MN,MINNESOTA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-11-21 01:53:58.403,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4112020171465709728,MINNEAPOLIS,554583144,CONTRIBUTIONS,,2018,SB,4112020171465744659,http://docquery.fec.gov/cgi-bin/fecimg/?201711209086770593,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,YE,201901319144426826,28A,D3364,1311409,IND,INDIVIDUAL,,,"PASTERNAK, ERIK",CA,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,REFUND,,,2018-12-03 00:00:00,180.00,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2019-02-22 02:58:53.091,,,,0.00,PASTERNAK,ERIK,,,,,,,,,,Q,C,B,F3X,4013120191636951315,MOUNTAIN VIEW,940431202,REFUNDS,,2018,SB,4022120191640776532,http://docquery.fec.gov/cgi-bin/fecimg/?201901319144426826,Refunds of Contributions Made to Individuals/Persons Other Than Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M4,201704209052348453,23,D2631,1159458,CCM,CAMPAIGN COMMITTEE,C00492645,C00492645,FRIENDS OF CHRIS MURPHY,CT,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-03-08 00:00:00,323.03,S,SENATE,,S2CT00132,"MURPHY, CHRIS",CHRIS,MURPHY,,,,CT,CONNECTICUT,P2018,CONVENTION,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-06-18 08:49:40.197535,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4042020171399993105,CHESHIRE,06410,CONTRIBUTIONS,,2018,SB,4042420171400242674,http://docquery.fec.gov/cgi-bin/fecimg/?201704209052348453,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,YE,201901319144426826,28A,D3363,1311409,IND,INDIVIDUAL,,,"PARK, LORI J.",CA,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,REFUND,,,2018-12-03 00:00:00,386.00,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2019-02-22 02:37:58.778,,,,0.00,PARK,LORI,J.,,,,,,,,,Q,C,B,F3X,4013120191636951315,MOUNTAIN VIEW,940431209,REFUNDS,,2018,SB,4022120191640776530,http://docquery.fec.gov/cgi-bin/fecimg/?201901319144426826,Refunds of Contributions Made to Individuals/Persons Other Than Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,YE,201901319144426826,28A,D3362,1311409,IND,INDIVIDUAL,,,"LUNDBERG, SHIE",CA,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,REFUND,,,2018-12-03 00:00:00,479.00,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2019-02-22 02:38:05.165,,,,0.00,LUNDBERG,SHIE,,,,,,,,,,Q,C,B,F3X,4013120191636951315,MOUNTAIN VIEW,94043,REFUNDS,,2018,SB,4022120191640776528,http://docquery.fec.gov/cgi-bin/fecimg/?201901319144426826,Refunds of Contributions Made to Individuals/Persons Other Than Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,YE,201801319091066371,23,D2927,1203630,CCM,CAMPAIGN COMMITTEE,C00338954,C00338954,CROWLEY FOR CONGRESS,NY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-12-08 00:00:00,500.00,H,HOUSE,14,H8NY07046,"CROWLEY, JOSEPH",JOSEPH,CROWLEY,,,,NY,NEW YORK,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-14 01:53:50.799,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4013120181503501593,ELMHURST,11373,CONTRIBUTIONS,,2018,SB,4021320181504514874,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091066371,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,YE,201801319091066372,23,D2928,1203630,CCM,CAMPAIGN COMMITTEE,C00338954,C00338954,CROWLEY FOR CONGRESS,NY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-12-08 00:00:00,500.00,H,HOUSE,14,H8NY07046,"CROWLEY, JOSEPH",JOSEPH,CROWLEY,,,,NY,NEW YORK,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-14 01:53:56.192,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4013120181503501593,ELMHURST,11373,CONTRIBUTIONS,,2018,SB,4021320181504514876,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091066372,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M2,201802209094612348,23,D2958,1209939,CCM,CAMPAIGN COMMITTEE,C00556506,C00556506,TED LIEU FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-01-24 00:00:00,500.00,H,HOUSE,33,H4CA33119,"LIEU, TED",TED,LIEU,,,,CA,CALIFORNIA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-23 09:07:32.065,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4022020181514106498,LOS ANGELES,90048,CONTRIBUTIONS,,2018,SB,4022220181514504472,http://docquery.fec.gov/cgi-bin/fecimg/?201802209094612348,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M4,201804209111667274,23,D2991,1226186,CCM,CAMPAIGN COMMITTEE,C00547976,C00547976,BEN SASSE FOR US SENATE INC.,NE,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 CONTRIBUTION,,,2018-03-23 00:00:00,500.00,S,SENATE,,S4NE00090,"SASSE, BEN",BEN,SASSE,,,,NE,NEBRASKA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-04-27 02:38:32.661,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4042020181526227570,FREMONT,68026,CONTRIBUTIONS,,2018,SB,4042620181526686701,http://docquery.fec.gov/cgi-bin/fecimg/?201804209111667274,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M4,201804209111667275,23,D2992,1226186,CCM,CAMPAIGN COMMITTEE,C00547976,C00547976,BEN SASSE FOR US SENATE INC.,NE,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 CONTRIBUTION,,,2018-03-23 00:00:00,500.00,S,SENATE,,S4NE00090,"SASSE, BEN",BEN,SASSE,,,,NE,NEBRASKA,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-04-27 02:39:06.538,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4042020181526227570,FREMONT,68026,CONTRIBUTIONS,,2018,SB,4042620181526686705,http://docquery.fec.gov/cgi-bin/fecimg/?201804209111667275,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M4,201804209111667277,23,D3005,1226186,CCM,CAMPAIGN COMMITTEE,C00558486,C00558486,GARRET GRAVES FOR CONGRESS,LA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-03-29 00:00:00,500.00,H,HOUSE,06,H4LA06153,"GRAVES, GARRET",GARRET,GRAVES,,,,LA,LOUISIANA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-04-27 02:36:14.633,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4042020181526227570,BATON ROUGE,708964845,CONTRIBUTIONS,,2018,SB,4042620181526686719,http://docquery.fec.gov/cgi-bin/fecimg/?201804209111667277,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M7,201807209115825094,23,D3080,1251024,CCM,CAMPAIGN COMMITTEE,C00445452,C00445452,CONNOLLY FOR CONGRESS,VA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-06-29 00:00:00,500.00,H,HOUSE,11,H8VA11062,"CONNOLLY, GERALD E",GERALD,CONNOLLY,E,,,VA,VIRGINIA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-27 01:35:12.824,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4072020181576445147,FAIRFAX,22031,CONTRIBUTIONS,,2018,SB,4072620181576847985,http://docquery.fec.gov/cgi-bin/fecimg/?201807209115825094,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M10,201810199125655577,23,D3230,1275513,CCM,CAMPAIGN COMMITTEE,C00236513,C00236513,ENGEL FOR CONGRESS,NY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-09-19 00:00:00,500.00,H,HOUSE,16,H8NY19058,"ENGEL, ELIOT",ELIOT,ENGEL,,,,NY,NEW YORK,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-11-02 02:38:01.834,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4101920181600186460,BRONXVILLE,10708,CONTRIBUTIONS,,2018,SB,4110120181608405470,http://docquery.fec.gov/cgi-bin/fecimg/?201810199125655577,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M10,201810199125655607,23,D3246,1275513,CCM,CAMPAIGN COMMITTEE,C00514893,C00514893,PEOPLE FOR DEREK KILMER,WA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-09-19 00:00:00,500.00,H,HOUSE,06,H2WA06129,"KILMER, DEREK",DEREK,KILMER,,,,WA,WASHINGTON,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-11-02 02:38:01.84,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4101920181600186460,TACOMA,984011381,CONTRIBUTIONS,,2018,SB,4110120181608405653,http://docquery.fec.gov/cgi-bin/fecimg/?201810199125655607,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,30G,201812069134465151,23,D3350,1297449,CCM,CAMPAIGN COMMITTEE,C00541888,C00541888,KATHERINE CLARK FOR CONGRESS,MA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-10-24 00:00:00,500.00,H,HOUSE,05,H4MA05084,"CLARK, KATHERINE",KATHERINE,CLARK,,,,MA,MASSACHUSETTS,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-12-18 02:39:00.634,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4120620181620451596,BELMONT,024780002,CONTRIBUTIONS,,2018,SB,4121720181622105370,http://docquery.fec.gov/cgi-bin/fecimg/?201812069134465151,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,30G,201812069134465152,23,D3311,1297449,CCM,CAMPAIGN COMMITTEE,C00431353,C00431353,KLOBUCHAR FOR MINNESOTA,MN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-11-01 00:00:00,500.00,S,SENATE,,S6MN00267,"KLOBUCHAR, AMY J.",AMY,KLOBUCHAR,J.,,,MN,MINNESOTA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-12-18 02:39:00.635,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4120620181620451596,ST PAUL,55104,CONTRIBUTIONS,,2018,SB,4121720181622105374,http://docquery.fec.gov/cgi-bin/fecimg/?201812069134465152,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,YE,201801319091066367,23,D2921,1203630,CCM,CAMPAIGN COMMITTEE,C00513077,C00513077,JULIA BROWNLEY FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-12-08 00:00:00,1000.00,H,HOUSE,26,H2CA00120,"BROWNLEY, JULIA",JULIA,BROWNLEY,,,,CA,CALIFORNIA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-14 01:53:52.996,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4013120181503501593,THOUSAND OAKS,913582018,CONTRIBUTIONS,,2018,SB,4021320181504514850,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091066367,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,YE,201801319091066368,23,D2922,1203630,CCM,CAMPAIGN COMMITTEE,C00558627,C00558627,GALLEGO FOR ARIZONA,AZ,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-12-08 00:00:00,1000.00,H,HOUSE,07,H4AZ07043,"GALLEGO, RUBEN",RUBEN,GALLEGO,,,,AZ,ARIZONA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-14 01:53:48.593,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4013120181503501593,PHOENIX,850011710,CONTRIBUTIONS,,2018,SB,4021320181504514854,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091066368,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,YE,201801319091066369,23,D2923,1203630,CCM,CAMPAIGN COMMITTEE,C00410761,C00410761,CASTOR FOR CONGRESS,FL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-12-08 00:00:00,1000.00,H,HOUSE,14,H6FL11126,"CASTOR, KATHY",KATHY,CASTOR,,,,FL,FLORIDA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-14 01:53:46.957,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4013120181503501593,TAMPA,33606,CONTRIBUTIONS,,2018,SB,4021320181504514858,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091066369,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,YE,201801319091066370,23,D2934,1203630,CCM,CAMPAIGN COMMITTEE,C00434563,C00434563,MARTIN HEINRICH FOR SENATE,NM,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-12-19 00:00:00,1000.00,S,SENATE,,S2NM00088,"HEINRICH, MARTIN",MARTIN,HEINRICH,,,,NM,NEW MEXICO,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-14 01:53:50.798,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4013120181503501593,ALBUQUERQUE,87125,CONTRIBUTIONS,,2018,SB,4021320181504514864,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091066370,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,YE,201801319091066370,23,D2925,1203630,CCM,CAMPAIGN COMMITTEE,C00434191,C00434191,JIM HIMES FOR CONGRESS,CT,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-12-08 00:00:00,1000.00,H,HOUSE,04,H8CT04172,"HIMES, JIM",JIM,HIMES,,,,CT,CONNECTICUT,P2018,CONVENTION,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-14 01:53:54.047,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4013120181503501593,FAIRFIELD,06824,CONTRIBUTIONS,,2018,SB,4021320181504514866,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091066370,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,YE,201801319091066371,23,D2926,1203630,CCM,CAMPAIGN COMMITTEE,C00498873,C00498873,TONY CARDENAS FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-12-08 00:00:00,1000.00,H,HOUSE,29,H2CA28113,"CARDENAS, TONY",TONY,CARDENAS,,,,CA,CALIFORNIA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-14 01:53:46.957,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4013120181503501593,LOS ANGELES,900103015,CONTRIBUTIONS,,2018,SB,4021320181504514870,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091066371,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,YE,201801319091066371,23,D2936,1203630,CCM,CAMPAIGN COMMITTEE,C00392688,C00392688,"MCCAUL FOR CONGRESS, INC.",TX,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-12-20 00:00:00,1000.00,H,HOUSE,10,H4TX10093,"MCCAUL, MICHAEL",MICHAEL,MCCAUL,,,,TX,TEXAS,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-14 01:53:50.799,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4013120181503501593,AUSTIN,78701,CONTRIBUTIONS,,2018,SB,4021320181504514872,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091066371,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M2,201702179049713721,23,D2592,1149777,CCM,CAMPAIGN COMMITTEE,C00434191,C00434191,JIM HIMES FOR CONGRESS,CT,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-01-09 00:00:00,1000.00,H,HOUSE,04,H8CT04172,"HIMES, JIM",JIM,HIMES,,,,CT,CONNECTICUT,P2018,CONVENTION,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-06-18 08:49:40.197535,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4021720171370987837,FAIRFIELD,06824,CONTRIBUTIONS,,2018,SB,4021720171371087589,http://docquery.fec.gov/cgi-bin/fecimg/?201702179049713721,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M2,201702179049713722,23,D2593,1149777,CCM,CAMPAIGN COMMITTEE,C00410639,C00410639,PERLMUTTER FOR CONGRESS,CO,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-01-09 00:00:00,1000.00,H,HOUSE,07,H6CO07023,"PERLMUTTER, EDWIN G.",EDWIN G.,PERLMUTTER,,,,CO,COLORADO ,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-06-18 08:49:40.197535,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4021720171370987837,WHEAT RIDGE,800335245,CONTRIBUTIONS,,2018,SB,4021720171371087591,http://docquery.fec.gov/cgi-bin/fecimg/?201702179049713722,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M2,201702179049713722,23,D2585,1149777,CCM,CAMPAIGN COMMITTEE,C00083428,C00083428,SENSENBRENNER COMMITTEE,WI,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-01-24 00:00:00,1000.00,H,HOUSE,05,H8WI09050,"SENSENBRENNER, F. JAMES JR.",F. JAMES,SENSENBRENNER,,,JR.,WI,WISCONSIN,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-06-18 08:49:40.197535,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4021720171370987837,BROOKFIELD,53008,CONTRIBUTIONS,,2018,SB,4021720171371087596,http://docquery.fec.gov/cgi-bin/fecimg/?201702179049713722,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2017,M2,201702179049713723,23,D2588,1149777,CCM,CAMPAIGN COMMITTEE,C00436386,C00436386,FRIENDS OF JOHN BARRASSO,WY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-01-24 00:00:00,1000.00,S,SENATE,,S6WY00068,"BARRASSO, JOHN",JOHN,BARRASSO,,,,WY,WYOMING,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-06-18 08:49:40.197535,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4021720171370987837,CASPER,82605,CONTRIBUTIONS,,2018,SB,4021720171371087602,http://docquery.fec.gov/cgi-bin/fecimg/?201702179049713723,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M2,201802209094612341,23,D2947,1209939,CCM,CAMPAIGN COMMITTEE,C00445452,C00445452,CONNOLLY FOR CONGRESS,VA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-01-19 00:00:00,1000.00,H,HOUSE,11,H8VA11062,"CONNOLLY, GERALD E",GERALD,CONNOLLY,E,,,VA,VIRGINIA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-23 09:07:14.195,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4022020181514106498,FAIRFAX,22031,CONTRIBUTIONS,,2018,SB,4022220181514504432,http://docquery.fec.gov/cgi-bin/fecimg/?201802209094612341,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00428623,GOOGLE LLC NETPAC,2018,M2,201802209094612346,23,D2950,1209939,CCM,CAMPAIGN COMMITTEE,C00495952,C00495952,SCHNEIDER FOR CONGRESS,IL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-01-19 00:00:00,1000.00,H,HOUSE,10,H2IL10068,"SCHNEIDER, BRADLEY",BRADLEY,SCHNEIDER,,,,IL,ILLINOIS,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-23 09:07:33.088,,,,0.00,,,,,,,,,,,,Q,C,B,F3X,4022020181514106498,DEERFIELD,60015,CONTRIBUTIONS,,2018,SB,4022220181514504464,http://docquery.fec.gov/cgi-bin/fecimg/?201802209094612346,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
